datetime,ticker,side,entry,exit,shares,pnl,reason,holding_days,exit_time
2026-08-19T15:39:11.008294+09:00,7267.T,LONG,1715.0,1689.2749999999999,600,-15513.93698630145,SL,1,2026-08-19 09:15:00
