date,ticker,close_1245,morning_high,morning_low,vwap,prev_close,day_return,afternoon_return,recent_return,raw_rs,RS,score,long_rs_ok,long_breakout,long_candidate,short_rs_ok,short_breakdown,short_candidate,selected_side,entry_1250,post_1250_high,post_1250_low,close_1545,long_tp_hit,long_sl_hit,short_tp_hit,short_sl_hit,hypothetical_result,long_return_1250_1545,short_return_1250_1545,breakout_pct
2026-08-21,4061.T,3334.0,3338.0,3295.0,3322.6585741811177,3380.0,-0.0136094674556213,-0.0017964071856287,-0.002393776181927,-0.0923737916219119,16.78832116788321,22.62773722627737,False,False,False,True,False,False,,3333.0,3370.0,3331.0,3364.0,False,False,False,False,,0.0093009300930093,-0.0092152199762187,
2026-08-21,4062.T,19305.0,19670.0,18905.0,19292.100814752528,19150.0,0.0080939947780678,-0.0112676056338028,-0.0025833118057349,0.0493150684931507,66.42335766423358,47.73722627737226,False,False,False,False,False,False,,19305.0,19345.0,19080.0,19165.0,False,False,False,False,,-0.0072520072520072,0.0073049830420035,
2026-08-21,4183.T,2136.0,2135.5,2092.5,2123.813058883077,2113.0,0.0108849976336962,0.0035236081747709,0.0016412661195779,-0.0406356413166856,29.92700729927008,69.74452554744526,False,True,False,True,False,False,,2135.5,2149.0,2133.0,2144.5,False,False,False,False,,0.0042144696792321,-0.0041967824667754,
2026-08-21,4188.T,1141.0,1152.5,1130.5,1141.9665730134716,1144.0,-0.0026223776223776,0.000877192982456,0.0017559262510975,-0.0430782099539941,27.73722627737226,52.73722627737226,False,False,False,True,False,False,,1140.5,1153.5,1140.0,1147.0,False,False,False,False,,0.0056992547128451,-0.0056669572798605,
2026-08-21,4208.T,3533.0,3551.0,3508.0,3536.875144064541,3532.0,0.0002831257078141,-0.0028224668360147,-0.0014132278123233,0.0897871027460659,75.91240875912408,51.45985401459853,True,False,False,False,False,False,,3534.0,3567.0,3532.0,3562.0,False,False,False,False,,0.0079230333899265,-0.0078607523862997,
2026-08-21,4307.T,5002.0,5090.0,4985.0,5029.827851017535,5075.0,-0.0143842364532019,0.0022039671408535,-0.0017960486928756,0.0188717125075286,54.01459854014598,45.91240875912409,False,False,False,False,False,False,,5003.0,5005.0,4982.0,5004.0,False,False,False,False,,0.0001998800719569,-0.0001998401278976,
2026-08-21,4324.T,3525.0,3609.0,3521.0,3567.8595414917663,3582.0,-0.0159128978224455,-0.003392705682782,-0.0039559197513422,0.0641711229946524,70.8029197080292,32.08029197080292,True,False,False,False,False,False,,3524.0,3535.0,3515.0,3523.0,False,False,False,False,,-0.0002837684449489,0.000283848992336,
2026-08-21,4385.T,4760.0,4824.0,4730.0,4772.899190938511,4795.0,-0.0072992700729926,-0.0035587188612099,-0.0025146689019278,0.0855784469096672,74.45255474452554,42.29927007299269,True,False,False,False,False,False,,4760.0,4770.0,4712.0,4731.0,False,False,False,False,,-0.0060924369747898,0.0061297822870429,
2026-08-21,4452.T,3554.0,3583.0,3546.0,3563.257678676905,3553.0,0.0002814522938361,0.000563063063063,-0.00028129395218,0.1,80.2919708029197,65.0,True,False,False,False,False,False,,3554.0,3567.0,3551.0,3567.0,False,False,False,False,,0.0036578503095103,-0.0036445192038127,
2026-08-21,4502.T,5743.0,5796.0,5736.0,5766.397922312556,5825.0,-0.014077253218884,-0.0006960153123368,-0.00225851285615,0.049171469740634,65.69343065693431,39.52554744525548,False,False,False,False,False,False,,5743.0,5767.0,5741.0,5751.0,False,False,False,False,,0.0013930001741249,-0.0013910624239262,
2026-08-21,4503.T,2385.0,2418.0,2373.0,2388.405374471261,2418.0,-0.0136476426799007,-0.0016743407283381,-0.0012562814070351,0.1114686279016317,83.21167883211679,45.94890510948905,True,False,False,False,False,False,,2385.5,2392.0,2374.5,2380.5,False,False,False,False,,-0.0020959966464053,0.0021003990758243,
2026-08-21,4506.T,1415.0,1424.0,1400.0,1412.309229828851,1465.0,-0.0341296928327644,-0.0014114326040931,0.0007072135785006,0.1391912908242611,89.05109489051095,47.116788321167874,True,False,False,False,False,False,,1415.0,1416.5,1403.0,1408.0,False,False,False,False,,-0.004946996466431,0.0049715909090908,
2026-08-21,4507.T,2924.0,2948.0,2912.0,2929.940649982621,2932.5,-0.0028985507246376,0.0022279348757496,0.0005132591958938,0.019645340751043,55.47445255474452,62.2992700729927,False,False,False,False,False,False,,2924.5,2934.0,2921.0,2930.0,False,False,False,False,,0.0018806633612582,-0.001877133105802,
2026-08-21,4519.T,7009.0,7080.0,6996.0,7026.919161676647,7101.0,-0.0129559217011688,-0.0017091582395669,-0.0002852660105548,-0.028059129482617,33.57664233576642,35.14598540145985,False,False,False,False,False,False,,7010.0,7057.0,7005.0,7045.0,False,False,False,False,,0.0049928673323822,-0.0049680624556422,
2026-08-21,4523.T,4891.0,4941.0,4875.0,4906.42333149476,4962.0,-0.0143087464731962,0.0006137479541734,0.0014332514332513,0.0905494505494506,76.64233576642336,55.76642335766424,True,False,False,False,False,False,,4890.0,4905.0,4886.0,4899.0,False,False,False,False,,0.001840490797546,-0.001837109614207,
2026-08-21,4543.T,2539.5,2571.0,2540.0,2554.661292458452,2576.5,-0.0143605666601979,-0.0031403336604514,-0.0005903187721369,0.1716689404274669,91.97080291970804,47.04379562043796,True,False,False,False,True,False,,2539.5,2570.0,2539.5,2568.5,False,False,False,False,,0.01141957078165,-0.0112906365583025,
