Code,is_lending
63600,False
63610,True
63630,True
63640,True
63650,False
63660,True
63670,True
63680,True
63690,True
63700,True
63710,True
63760,True
63780,True
63790,True
63800,False
63810,True
63820,False
63830,True
63840,False
63870,False
63900,True
63910,False
63920,False
63930,True
63950,True
64000,True
64020,False
64050,False
64070,True
64080,False
64120,True
64130,True
64170,True
64180,True
64190,True
64200,True
64240,False
64250,True
64280,True
64300,True
64320,True
64330,False
64360,True
64400,True
64440,True
64450,True
64480,True
64540,True
64550,True
64570,True
64580,True
64590,True
64600,True
64630,True
64640,True
64650,True
64660,True
64670,False
64690,False
64700,True
64710,True
64720,True
64730,True
64740,True
64790,True
64800,True
64810,True
64820,True
64840,False
64850,True
64860,True
64880,False
64900,True
64920,False
64930,False
64940,False
64950,False
64960,True
64970,False
64980,True
65010,True
65030,True
65040,True
65050,True
65060,True
65070,True
65080,True
65130,False
65160,True
65170,True
65180,False
65210,False
65220,True
65230,False
65240,True
65250,True
65260,True
65320,True
65330,False
65350,True
65370,True
65380,True
65390,True
65400,True
65430,False
65440,True
65450,True
65460,True
65470,True
65480,False
65490,False
65510,True
65520,True
65540,False
65550,False
65570,False
65580,False
65600,True
